,symbol,currency,shortName,longName,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,regularMarketOpen,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceEarnings,earningsPerShare,logourl,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,averageDailyVolume3Month,averageDailyVolume10Day,marketCap,publicoalvo,administrador,rendimento,dy,data_pagamento,data_base,rendimento_12m,rendimento_12m_porcen,patrimonio_cota,cota_vp,negocios,participacao_ifix,numero_cotista,patrimonio,cota_base,tipo,subtipo
226,ONEF11,BRL,FII THE ONE CI,Fundo de Investimento Imobiliario The One Fund,2.9599915,1.5315318,2023-07-28T15:11:18.000Z,196.23,196.23,193.04 - 196.23,193.04,19.0,193.27,193.31,36.229996,0.22643748,160.0 - 199.81,-3.5800018,-0.017917031,160.0,199.81,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,176.72345,19.506546,0.110378936,353.0,724.0,178765520.0,Investidores em Geral,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.98,0.53,15/06/2023,06/06/2023,0.95,0.52,201.61,0.9,857.0,,2928.0,209486468.42,183.2,Tijolo,Lajes Corporativas
227,OUFF11,BRL,FII OURI FOFCI  ER,Fundo De Investimento Imobiliario - Ourinvest CYRELA - Fii,0.0,0.0,2023-07-28T19:54:40.000Z,73.46,73.77,73.01 - 73.77,73.01,1258.0,73.46,73.45,15.959999,0.2775652,57.5 - 74.15,-0.69000244,-0.009305495,57.5,74.15,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,64.39155,9.068451,0.14083295,2986.0,2998.0,133868360.0,Investidores em Geral,BANCO OURINVEST S.A.,0.72,1.07,22/06/2023,15/06/2023,0.72,1.07,72.09,0.92,4.0,,7975.0,136975498.87,67.39,Papel,Fundo de Fundos
228,OUJP11,BRL,FII OURI JPPCI,Ourinvest Jpp Fundo Investimento Imobiliario - Fii,0.11000061,0.1099017,2023-07-28T20:05:00.000Z,100.2,100.21,99.97 - 100.21,99.97,3309.0,100.09,100.1,11.149994,0.12521048,89.05 - 102.5,-2.300003,-0.022439053,89.05,102.5,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,96.18925,4.01075,0.041696448,6781.0,4586.0,325888480.0,Investidores em Geral,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,1.25,1.26,15/06/2023,31/05/2023,1.26,1.28,99.19,1.0,37.0,0.29,28445.0,321855351.17,98.94,Papel,Papéis
229,OULG11,BRL,FII OURILOG CI  ER,Pedra Dourada Fundo De Investimento Imobiliário - FII,0.09000015,0.2158277,2023-07-28T19:54:12.000Z,41.79,42.03,41.65 - 42.03,41.65,2395.0,41.7,41.7,7.540001,0.22014602,34.25 - 48.45,-6.66,-0.13746129,34.25,48.45,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,40.95895,0.8310509,0.020289848,2369.0,2966.0,,Investidores em Geral,BANCO OURINVEST S.A.,0.41,1.0,22/06/2023,15/06/2023,0.32,0.78,67.22,0.61,6.0,,5021.0,166940157.85,41.04,Tijolo,Imóveis Industriais e Logísticos
230,OURE11,BRL,FII OU RENDACI  ER,Fundo De Investimento Imobiliario - Ourinvest CYRELA - Fii,0.7900009,0.9381319,2023-07-28T20:00:00.000Z,85.0,85.22,84.25 - 85.22,84.25,1579.0,84.21,84.35,13.889999,0.19533117,71.11 - 85.99,-0.98999786,-0.011512942,71.11,85.99,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,78.18105,6.818947,0.08721994,1606.0,1252.0,91552648.0,Investidores em Geral,BANCO OURINVEST S.A.,1.0,1.23,22/06/2023,15/06/2023,1.04,1.28,90.66,0.88,4.0,,5970.0,98989857.84,81.58,Fundo Misto,Indefinido
231,PABY11,BRL,FII PANAMBY CI,Fundo de Investimento Imobiliário Panamby,-0.29999924,-1.1918921,2023-07-28T19:34:15.000Z,24.87,25.12,24.38 - 25.12,24.38,66.0,25.17,25.12,17.800001,2.5176804,7.07 - 30.5,-5.629999,-0.18459013,7.07,30.5,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,15.1947,9.675301,0.63675493,176.0,170.0,18861408.0,,,,,,,,,,,,,,,,,
232,PATC11,BRL,FII PATRIA  CI,Patria Edificios Corporativos Fundo Investimento Imobiliario Fii,-0.6800003,-0.977012,2023-07-28T19:49:55.000Z,68.92,70.49,68.9 - 70.49,68.9,35416.0,69.6,70.49,7.8399963,0.12835619,61.08 - 80.7,-11.779999,-0.14597273,61.08,80.7,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,69.3444,-0.42440033,-0.0061201816,22610.0,9601.0,239664464.0,Investidores em Geral,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1.33,1.85,23/06/2023,05/06/2023,1.06,1.47,76.41,0.94,4.0,,7606.0,268961008.66,71.98,Fundo Misto,Fundo de Desenvolvimento
233,PATL11,BRL,FII PATR LOGCI,Patria Logistica Fundo De Investimento Imobiliario,0.48999786,0.69296825,2023-07-28T20:06:00.000Z,71.2,71.31,69.93 - 71.31,69.93,8603.0,70.71,70.7,12.989998,0.2231575,58.21 - 85.4,-14.200005,-0.1662764,58.21,85.4,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,69.26805,1.9319458,0.027890865,10265.0,8260.0,,Investidores em Geral,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,0.6,0.91,09/06/2023,31/05/2023,0.59,0.89,98.11,0.74,51.0,0.3,24166.0,490239396.17,65.85,Tijolo,Imóveis Industriais e Logísticos
234,PEMA11,BRL,FII PERFORMACI,Performa Real Estate Fundo De Investimento Imobiliario,0.0,0.0,2023-07-28T19:49:00.000Z,55.0,55.0,55.0 - 55.0,55.0,3.0,55.0,55.0,25.53,0.86630476,29.47 - 70.0,-15.0,-0.21428572,29.47,70.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,49.0603,5.939701,0.1210694,35.0,73.0,,Investidor Profissional,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.64,,15/06/2023,31/05/2023,0.66,,75.39,0.57,118.0,,389.0,41405734.1,,Papel,Papéis
235,PLCA11,BRL,FIAGRO PLUR CI,Plural Credito Agro - Fiagro - Imobiliario,0.1700058,0.18553509,2023-07-28T19:52:36.000Z,91.8,93.0,91.1 - 93.0,91.1,330.0,91.63,93.0,10.660004,0.1313779,81.14 - 104.5,-12.699997,-0.12153107,81.14,104.5,,,https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg,91.9726,-0.17259979,-0.0018766435,747.0,373.0,,Investidores em Geral,PLURAL S.A. BANCO MÚLTIPLO,1.13,1.32,15/06/2023,31/05/2023,0.9,1.05,94.99,0.9,3.0,,1665.0,52897259.68,85.7,Fiagro,Fiagro
236,PLCR11,BRL,FII PLURAL RCI,Plural Recebiveis Imobiliarios Fundo De Investimento Imobiliario,-0.5499954,-0.6165868,2023-07-28T20:05:00.000Z,88.65,89.64,88.5 - 89.64,88.5,7419.0,89.2,89.21,7.630005,0.09417434,81.02 - 89.97,-1.3199997,-0.014671554,81.02,89.97,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,84.77155,3.8784485,0.04575177,5625.0,5306.0,186977920.0,Investidores em Geral,PLURAL S.A. BANCO MÚLTIPLO,1.0,1.18,15/06/2023,31/05/2023,1.06,1.25,92.0,0.91,13.0,0.16,14814.0,194983468.85,84.62,Papel,Papéis
237,PLRI11,BRL,FII POLO I  CI,Polo Fundo de Investimento Imobiliario – FII Recebiveis Imobiliarios IMO - Cotas Fund,-0.79999924,-4.2553153,2023-07-28T19:01:04.000Z,18.0,18.75,18.0 - 18.75,18.0,6.0,18.8,18.75,1.1599998,0.0688836,16.84 - 28.15,-10.15,-0.36056837,16.84,28.15,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,22.48385,-4.4838505,-0.19942538,461.0,1059.0,17733348.0,Investidor Qualificado,OLIVEIRA TRUST DTVM S.A.,0.05,0.24,07/06/2023,31/05/2023,0.15,0.72,31.27,0.61,187.0,,751.0,30115061.62,20.3,Papel,Papéis
238,PNCR11,BRL,FII PNCR    CI,Panorama Credito Residencial Fundo De Investimento Imobiliario,0.0,0.0,2023-07-19T14:19:00.000Z,100.0,100.0,100.0 - 100.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0 - 100.0,0.0,0.0,100.0,100.0,,,https://brapi.dev/favicon.svg,100.0,0.0,0.0,1580.0,100.0,50000000.0,,,,,,,,,,,,,,,,,
239,PNDL11,BRL,FII PANORAMACI  ER,Panorama Desenvolvimento Logistico - Fundo De Investimento Imobiliario,5.8900146,0.45584467,2023-06-12T15:01:45.000Z,1298.0,1298.0,1298.0 - 1298.0,1298.0,0.0,1292.11,0.0,86.01001,0.07096594,1211.99 - 1299.0,-1.0,-0.0007698229,1211.99,1299.0,,,https://brapi.dev/favicon.svg,1283.0563,14.943726,0.011646976,65.0,0.0,,,,,,,,,,,,,,,,,,
240,PNPR11,BRL,FII PAN PROPCI,Panorama Properties Fundo De Investimento Imobiliario,0.0,0.0,2023-07-13T19:10:00.000Z,100.0,100.0,100.0 - 100.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0 - 100.0,0.0,0.0,100.0,100.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,100.0,0.0,0.0,13433.0,13055.0,,,,,,,,,,,,,,,,,,
241,PNRC11,BRL,FII PNRC    CI,Panorama Real Estate Credito Fundo De Investimento Imobiliario,0.0,0.0,2023-07-07T18:09:00.000Z,101.09,101.09,101.09 - 101.09,101.09,0.0,101.09,0.0,0.0,0.0,101.09 - 101.09,0.0,0.0,101.09,101.09,,,https://brapi.dev/favicon.svg,101.09,0.0,0.0,218.0,0.0,,Investidor Profissional,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.85,,15/06/2023,31/05/2023,0.14,,101.03,,,,60.0,41456590.59,,Fundo Misto,Indefinido
242,PORD11,BRL,FII POLO CRICI,Polo Fundo de Investimento Imobiliário - Recebíveis Imobiliários II - FII,0.6300049,0.69930613,2023-07-28T20:05:00.000Z,90.72,90.72,89.67 - 90.72,89.67,8706.0,90.09,90.09,10.459999,0.13032642,80.26 - 97.9,-7.1800003,-0.07334015,80.26,97.9,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,88.2009,2.519104,0.02856098,9102.0,10134.0,338238624.0,Investidores em Geral,OLIVEIRA TRUST DTVM S.A.,1.05,1.22,07/06/2023,31/05/2023,1.12,1.3,98.28,0.9,32.0,0.29,24599.0,365660525.64,86.02,Papel,Papéis
243,PQAG11,BRL,FII PARQ ANHCI,Rb Capital Anhanguera Fundo De Investimento Imobiliario,0.0,0.0,2023-07-28T20:06:00.000Z,55.24,55.25,55.24 - 55.25,55.24,26.0,55.24,55.24,6.970001,0.14439613,48.27 - 57.13,-1.8899994,-0.033082433,48.27,57.13,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,53.32755,1.9124527,0.03586238,97.0,84.0,,Investidores em Geral,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.44,0.8,15/06/2023,31/05/2023,0.43,0.79,57.32,0.92,102.0,,488.0,802258713.39,54.98,Tijolo,Imóveis Industriais e Logísticos
244,PQDP11,BRL,FII D PEDRO CI,Parque Dom Pedro Shopping Center Fund,0.98999023,0.049623575,2023-07-28T19:54:39.000Z,1995.99,1997.99,1953.5 - 1997.99,1953.5,57.0,1995.0,1994.99,485.99,0.32184768,1510.0 - 2399.04,-403.05005,-0.16800472,1510.0,2399.04,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,1962.4578,33.532227,0.017086852,68.0,47.0,490041504.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,16.59,0.95,20/06/2023,31/05/2023,17.21,0.98,3120.73,0.56,754.0,,4053.0,766655882.56,1749.8,Tijolo,Shoppings
245,PRSV11,BRL,FII P VARGASCI,Fundo de Investimento Imobiliário Presidente Vargas,-1.1100006,-1.2428627,2023-07-28T19:45:26.000Z,88.2,88.23,88.2 - 88.23,88.2,48.0,89.31,88.23,5.7599945,0.06986893,82.44 - 155.98,-67.78,-0.4345429,82.44,155.98,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,117.14735,-28.94735,-0.24710205,32.0,25.0,17199000.0,Investidores em Geral,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1.62,0.42,15/10/2020,30/09/2020,2.04,0.53,244.22,0.43,100.0,,1004.0,41691301.46,382.0,Tijolo,Lajes Corporativas
246,PVBI11,BRL,FII VBI PRI CI,Fundo De Investimento ImobiliarRio Vbi Prime Properties,0.5299988,0.5225782,2023-07-28T20:05:00.000Z,101.95,101.95,101.1 - 101.95,101.1,20552.0,101.42,101.46,17.559998,0.2080815,84.39 - 103.92,-1.9700012,-0.018956902,84.39,103.92,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,92.1254,9.8246,0.10664377,41440.0,27916.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.61,0.65,07/06/2023,31/05/2023,0.58,0.63,102.16,0.91,164.0,1.03,105433.0,1240321187.02,93.36,Tijolo,Lajes Corporativas
247,QAGR11,BRL,FII QUASAR ACI,Quasar Agro - Fundo De Investimento Imobiliario,0.7400017,1.5465031,2023-07-28T20:00:00.000Z,48.59,48.73,47.9 - 48.73,47.9,2204.0,47.85,48.24,8.07,0.1991609,40.52 - 49.0,-0.40999985,-0.008367344,40.52,49.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,44.10355,4.48645,0.10172538,5069.0,4731.0,244893600.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.42,0.91,09/06/2023,01/06/2023,0.41,0.9,55.84,0.82,13.0,0.21,23448.0,281717204.52,45.98,Fundo Misto,Indefinido
248,QAMI11,BRL,FII QUASAR CCI,Quasar Credito Imobiliario Fundo De Investimento Imobiliario,0.48999786,0.608693,2023-07-28T19:52:59.000Z,80.99,80.99,80.5 - 80.99,80.5,628.0,80.5,80.5,8.389999,0.115564734,72.6 - 88.57,-7.580002,-0.08558205,72.6,88.57,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,79.65395,1.3360443,0.016773107,324.0,301.0,,Investidores em Geral,PLURAL S.A. BANCO MÚLTIPLO,1.0,1.3,15/06/2023,31/05/2023,0.95,1.23,93.06,0.84,731.0,,1434.0,75049541.27,77.0,Papel,Papéis
249,RBDS11,BRL,FII RBRESID2CI,RB Capital Development Residential Real Estate Investment Fund II,-0.4499998,-14.516123,2023-07-28T18:46:47.000Z,2.65,2.65,2.61 - 2.65,2.61,5.0,3.1,2.61,0.43000007,0.19369373,2.22 - 4.32,-1.6700001,-0.3865741,2.22,4.32,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,3.0744,-0.42439985,-0.13804315,277.0,197.0,335285.0,Investidor Qualificado,OLIVEIRA TRUST DTVM S.A.,2.35,11.21,12/07/2021,30/06/2021,0.2,0.93,20.59,0.15,98.0,,948.0,2486445.75,21.0,Fundo Misto,Fundo de Desenvolvimento
250,RBED11,BRL,FII RIOB ED CI,Aesapar Fundo de Investimento Imobiliário - FII,0.51000977,0.37240583,2023-07-28T19:44:37.000Z,137.46,137.64,137.0 - 137.64,137.0,971.0,136.95,137.0,22.360008,0.19426593,115.1 - 140.9,-3.4399872,-0.024414388,115.1,140.9,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,124.3449,13.115105,0.1054736,1854.0,2058.0,309381248.0,Investidores em Geral,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,1.26,0.99,15/06/2023,31/05/2023,1.24,0.97,144.2,0.87,5.0,,12921.0,339469888.7,126.96,Tijolo,Educacional
251,RBFF11,BRL,FII RIOB FF CI,Rio Bravo Ifix Fundo De Fundos Investimento Imobiliario - FII,0.069999695,0.11539679,2023-07-28T20:05:00.000Z,60.73,60.8,60.4 - 60.8,60.4,2739.0,60.66,60.73,16.23,0.3647191,44.5 - 61.54,-0.8100014,-0.013162193,44.5,61.54,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,52.5231,8.206898,0.1562531,8604.0,13561.0,,Investidores em Geral,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.51,0.93,15/06/2023,31/05/2023,0.5,0.92,62.85,0.89,16.0,0.19,19127.0,245872229.8,54.8,Papel,Fundo de Fundos
252,RBHG11,BRL,FII RBCRI IVCI,Rio Bravo Credito Imobiliario IV Fundo De Investimento Imobiliario - FII,0.27999878,0.31559825,2023-07-28T20:05:00.000Z,89.0,89.28,88.77 - 89.28,88.77,2238.0,88.72,89.06,9.449997,0.11879317,79.55 - 90.0,-1.0,-0.011111111,79.55,90.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,84.46745,4.532547,0.053660277,6338.0,2812.0,,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1.05,1.26,15/06/2023,31/05/2023,1.14,1.37,92.97,0.9,7.0,0.14,7995.0,156875338.92,83.56,Papel,Papéis
253,RBHY11,BRL,FII RB YIELDCI,Rio Bravo Credito Imobiliario High Yield Fundo De Investimento Imobiliario - FII,0.0,0.0,2023-07-28T19:52:46.000Z,93.95,93.99,93.88 - 93.99,93.88,1539.0,93.95,93.97,5.6800003,0.06434803,88.27 - 100.0,-6.050003,-0.06050003,88.27,100.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,94.27875,-0.3287506,-0.0034870065,2759.0,746.0,,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1.2,1.28,15/06/2023,31/05/2023,1.28,1.37,94.52,0.99,4.0,,3638.0,175717210.63,93.59,Papel,Papéis
254,RBIR11,BRL,FII RBRES IVCI,Rb Capital Desenvolvimento Residencial IV Fundo De Investimento Imobiliario - FII,0.25,0.30066144,2023-07-28T18:48:05.000Z,83.4,84.49,83.4 - 84.49,83.4,374.0,83.15,84.19,26.880001,0.47558388,56.52 - 86.0,-2.5999985,-0.030232541,56.52,86.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,68.8418,14.558205,0.21147335,745.0,351.0,,Investidores em Geral,OLIVEIRA TRUST DTVM S.A.,0.36,0.53,15/05/2023,28/04/2023,0.13,0.19,94.02,0.88,327.0,,1431.0,142713269.01,68.52,Fundo Misto,Fundo de Desenvolvimento
255,RBLG11,BRL,FII RBCAP LGCI,Rb Capital Logastico Fundo De Investimento Imobiliario Fund,0.010002136,0.009806978,2023-07-28T16:00:20.000Z,102.0,102.0,102.0 - 102.0,102.0,40.0,101.99,102.0,23.769997,0.30384758,78.23 - 110.0,-8.0,-0.07272727,78.23,110.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,95.050316,6.949684,0.07311585,30.0,20.0,,Investidor Profissional,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.88,,09/06/2023,01/06/2023,0.87,,96.9,0.94,84.0,,201.0,64529052.09,,Tijolo,Imóveis Industriais e Logísticos
256,RBOP11,BRL,FII MERC BR CI,Fundo De Investimento Imobiliário Mercantil Do Brasil-fii -Inicio,-52.179993,-15.029666,2023-07-28T20:05:00.000Z,295.0,347.23,290.0 - 347.23,290.0,915.0,347.18,347.23,5.0,0.01724138,290.0 - 702.0,-407.0,-0.57977206,290.0,702.0,,,https://brapi.dev/favicon.svg,532.813,-237.81299,-0.4463348,200.0,285.0,29990880.0,Investidores em Geral,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,8.25,1.62,15/06/2023,06/06/2023,10.13,1.99,771.59,0.64,1.0,,3709.0,78417993.59,510.0,Tijolo,Lajes Corporativas
257,RBRD11,BRL,FII RB II   CI,RB Capital Renda II Fundo de Investimento Imobiliário - FII,0.34999847,0.972218,2023-07-28T19:45:51.000Z,36.35,36.6,35.69 - 36.6,35.69,816.0,36.0,36.12,3.8499985,0.11846149,32.5 - 43.6,-7.25,-0.16628441,32.5,43.6,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,35.9346,0.41539764,0.0115598235,1026.0,2006.0,67312560.0,Investidores em Geral,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,0.32,0.83,15/06/2023,31/05/2023,0.31,0.8,66.18,0.57,2.0,,9329.0,122623613.25,38.35,Tijolo,Varejo
258,RBRF11,BRL,FII RBRALPHACI  ER,Fundo Investimento Imobiliario Rbr Alpha Fundos De Fundos,-0.27999878,-0.33661792,2023-07-28T20:05:00.000Z,82.9,84.1,82.5 - 84.1,82.5,30944.0,83.18,83.72,21.060001,0.3405563,61.84 - 84.1,-1.199997,-0.014268692,61.84,84.1,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,70.2962,12.603798,0.17929557,38271.0,32398.0,1134138368.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.63,0.85,19/06/2023,12/06/2023,0.63,0.86,78.99,0.93,126.0,0.89,98550.0,1127465121.0,73.8,Papel,Fundo de Fundos
259,RBRI11,BRL,FII RBR III CI,Fundo De Investimento Imobiliario - FII RBR Desenvolvimento III,0.0,0.0,2023-06-23T20:00:00.000Z,915.0,0.0,0.0 - 0.0,0.0,0.0,915.0,0.0,915.0,,0.0 - 999.89,-84.890015,-0.08489935,0.0,999.89,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,982.4817,-67.48169,-0.068684936,18.0,29.0,,Investidor Qualificado,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,17.86,,25/02/2022,18/02/2022,5.95,,1221.79,0.83,3.0,,87.0,163891993.8,,Fundo Misto,Fundo de Desenvolvimento
260,RBRL11,BRL,FII RBR LOG CI,RBR Log FII,0.6399994,0.6757464,2023-07-28T19:53:40.000Z,95.35,95.5,94.71 - 95.5,94.71,2160.0,94.71,94.71,26.830002,0.39156455,68.52 - 100.0,-4.6500015,-0.046500016,68.52,100.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,80.9236,14.426399,0.17827184,7064.0,4240.0,637609280.0,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.67,0.77,15/06/2023,07/06/2023,0.64,0.74,105.47,0.82,30.0,0.51,11568.0,706463095.98,86.55,Tijolo,Imóveis Industriais e Logísticos
261,RBRM11,BRL,FII RBR DES CI,Fundo De Investimento Participacoes Rbr Desenvolvimento Multiestrategia,2224.5312,1.4099349,2020-07-02T20:07:00.000Z,160000.0,160000.0,160000.0 - 160000.0,160000.0,0.0,157775.47,0.0,0.0,0.0,160000.0 - 160000.0,0.0,0.0,160000.0,160000.0,,,https://brapi.dev/favicon.svg,160000.0,0.0,0.0,0.0,0.0,,Investidor Qualificado,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,2002.09,,19/04/2023,12/04/2023,4004.18,,46981.16,2.02,,,54.0,25305077.34,,Fundo Misto,Fundo de Desenvolvimento
262,RBRP11,BRL,FII RBR PROPCI,Fundo Investimento Imobiliario Rbr Properties Fii,0.32999802,0.54880756,2023-07-28T20:06:00.000Z,60.46,60.78,59.6 - 60.78,59.6,45001.0,60.13,60.13,17.129997,0.39533803,43.33 - 65.0,-4.540001,-0.06984617,43.33,65.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,50.7856,9.6744,0.19049495,21533.0,22213.0,,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.27,0.5,15/06/2023,07/06/2023,0.33,0.61,78.44,0.68,45.0,0.58,90858.0,975358416.82,54.25,Tijolo,Lajes Corporativas
263,RBRR11,BRL,FII RBRHGRADCI  ER,Fundo Investimento Imobiliario - FII RBR Rendimento High Grade,-0.30000305,-0.32669395,2023-07-28T20:05:00.000Z,91.53,92.05,90.8 - 92.05,90.8,28625.0,91.83,91.8,11.769997,0.14756766,79.76 - 99.18,-7.6500015,-0.0771325,79.76,99.18,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,87.4851,4.044899,0.04623529,43906.0,40226.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1.0,1.09,19/06/2023,12/06/2023,0.94,1.02,94.28,0.96,186.0,1.06,132935.0,1278231337.4,91.8,Papel,Papéis
264,RBRS11,BRL,FII RIOB RR CI,Rio Bravo Renda Residencial Fundo De Investimentos Imobiliario,-0.0099983215,-0.017337129,2023-07-28T19:47:39.000Z,57.66,57.68,56.51 - 57.68,56.51,30.0,57.67,56.98,9.650002,0.20099983,48.01 - 76.73,-19.070004,-0.24853386,48.01,76.73,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,55.1843,2.4757004,0.044862404,404.0,822.0,80116840.0,Investidores em Geral,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.4,0.73,15/06/2023,31/05/2023,0.44,0.8,94.21,0.59,300.0,,1239.0,163374133.11,54.79,Fundo Misto,Fundo de Desenvolvimento
265,RBRX11,BRL,FII RBR MULTCI  ER,Rbr Alpha Plus Multiestrategia Real Estate Fundo De Investimento Imobiliario,-0.009994507,-0.010679034,2023-07-28T19:54:43.000Z,93.58,93.59,93.11 - 93.59,93.11,5521.0,93.59,93.59,14.32,0.1806712,79.26 - 100.0,-6.419998,-0.064199984,79.26,100.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,88.09205,5.487953,0.06229794,5512.0,6137.0,1126974592.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1.17,1.28,23/06/2023,15/06/2023,1.18,1.3,95.07,0.95,24.0,,4027.0,178796957.17,91.06,Fundo Misto,Indefinido
266,RBRY11,BRL,FII RBR PCRICI  ER,Fundo Investimeto Imobiliario Rbr Private Credito Imobiliario,0.8499985,0.86601985,2023-07-28T20:05:00.000Z,99.0,99.0,97.81 - 99.0,97.81,12919.0,98.15,98.17,10.419998,0.11763375,88.58 - 104.99,-5.989998,-0.057053033,88.58,104.99,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,95.85425,3.145752,0.032818075,15823.0,20221.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1.25,1.27,19/06/2023,12/06/2023,1.18,1.2,98.78,0.98,59.0,0.47,32572.0,550260294.03,98.53,Papel,Papéis
267,RBTS11,BRL,FII RB TFO  CI  ERA,Rb Capital Tfo Situs Fundo Investimento Imobiliario Fii,12.920532,1.1660293,2023-01-10T21:10:00.000Z,1121.0,1121.0,1121.0 - 1121.0,1121.0,0.0,1108.0795,0.0,121.0,0.121,1000.0 - 1121.0,0.0,0.0,1000.0,1121.0,,,https://brapi.dev/favicon.svg,1100.0491,20.950928,0.019045448,0.0,0.0,63364524.0,Investidor Qualificado,OLIVEIRA TRUST DTVM S.A.,23.0,,15/05/2023,28/04/2023,40.05,,889.55,1.3,4.0,,60.0,48859372.29,,Fundo Misto,Fundo de Desenvolvimento
