,Fundo,CNPJ,Quantidade,Valor (R$),Tipo,Data Referência,Dono
38,FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP,06.175.696/0001-73,"45.021,86",2572804.08,Outros,30/12/2022,KISU11
39,KILIMA MAJI FUNDO DE INVESTIMENTO RENDA FIXA,39.375.554/0001-09,"2.473.394,85",2860064.06,Outros,30/12/2022,KISU11
0,ESTOQUE RESIDENCIAL E COMERCIAL RJ FII,37.266.902/0001-84,"149,00",8570907.43,FII,31/03/2023,KNHY11
1,KINEA UNIQUE HY CDI FII,42.754.362/0001-18,"205.000,00",20501672.14,FII,31/03/2023,KNHY11
0,ESTOQUE RESIDENCIAL E COMERCIAL RJ FII,37.266.902/0001-84,"149,00",8860159.59,FII,31/12/2022,KNHY11
1,KINEA UNIQUE FEEDER FII,42.754.375/0001-97,"1.760.600,00",176058597.51,FII,31/12/2022,KNHY11
2,KINEA UNIQUE HY CDI FII,42.754.362/0001-18,"1.760.600,00",176058597.51,FII,31/12/2022,KNHY11
0,ESTOQUE RESIDENCIAL E COMERCIAL RJ FII,37.266.902/0001-84,"325,00",18694932.31,FII,31/03/2023,KNIP11
1,FII DE UNIDADES AUTÔNOMAS,32.774.914/0001-04,"200.001,00",10766053.83,FII,31/03/2023,KNIP11
0,ESTOQUE RESIDENCIAL E COMERCIAL RJ FII,37.266.902/0001-84,"325,00",19325851.46,FII,31/12/2022,KNIP11
1,FII DE UNIDADES AUTÔNAMAS,32.774.914/0001-04,"200.001,00",11160055.8,FII,31/12/2022,KNIP11
0,ESTOQUE RESIDENCIAL E COMERCIAL RJ FII,37.266.902/0001-84,"125,00",7190358.58,FII,31/03/2023,KNSC11
1,UNIDADES AUTONOMAS II FII,44.177.538/0001-41,"300.198,00",11801388.79,FII,31/03/2023,KNSC11
2,FII DE UNIDADES AUTÔNOMAS,32.774.914/0001-04,"1,00",53.83,FII,31/03/2023,KNSC11
0,GTIS BRAZIL LOGISTICS FII,36.200.677/0001-10,"83.231,00",7907777.31,FII,31/03/2023,LVBI11
1,BTGP TESOURO SELIC FI RF REFERENCIADO DI,09.215.250/0001-13,"1.664.283,68",6228856.59,Outros,31/03/2023,LVBI11
2,ITAU CORP PLUS REFERENCIADO DI FIC,01.599.628/0001-18,"16,72",593052.22,Outros,31/03/2023,LVBI11
3,ITAU SOBERANO RF SIMPLES LP FICFI,06.175.696/0001-73,"32.970,73",1929105.1,Outros,31/03/2023,LVBI11
0,GTIS BRAZIL LOGISTICS FUNDO DE INVE,36.200.677/0001-10,"96.340,00",9634000.0,FII,31/12/2022,LVBI11
1,BTGP TESOURO SELIC FI RF REFERENCIADO DI,09.215.250/0001-13,"1.624.687,31",5890411.37,Outros,31/12/2022,LVBI11
2,ITAU CORP RENDA FIXA REFERENCIADO DI - FUNDO DE IN,00.829.292/0001-70,"8,45",294360.0,Outros,31/12/2022,LVBI11
3,ITAU INSTITUCIONAL DI FIF,00.832.435/0001-00,"5.989,48",22322494.82,Outros,31/12/2022,LVBI11
4,ITAU SOBERANO RF SIMPLES LP FICFI,06.175.696/0001-73,"254.596,58",14480020.12,Outros,31/12/2022,LVBI11
0,Manati Capital Hedge Fund FII ,42.888.583/0001-89,"1.040.357,00",10497202.13,FII,31/12/2022,MCCI11
1,BRIO MULTIESTRATEGIA - FII,41.081.356/0001-84,"1.000.000,00",7500000.0,FII,31/12/2022,MCCI11
2,EQI RECEBIVEIS IMOBILIARIOS FI FII,41.076.380/0001-25,"1.000.000,00",9550000.0,FII,31/12/2022,MCCI11
3,EXES FII,41.076.851/0001-03,"35.000,00",3606750.0,FII,31/12/2022,MCCI11
4,FARIA LIMA CAPITAL RECEBIVEIS IMOBI,33.884.145/0001-51,"118.101,00",11184164.7,FII,31/12/2022,MCCI11
5,FATOR VERITA FUNDO DE INVESTIMENTO,11.664.201/0001-00,"33.421,00",2970458.48,FII,31/12/2022,MCCI11
6,FI IMOBILIARIO RBR PRIVATE CRED IMO,30.166.700/0001-11,"47.847,00",4706709.39,FII,31/12/2022,MCCI11
7,FII RBR RENDIMENTO HIGH GRADE,29.467.977/0001-03,"100.603,00",8472784.66,FII,31/12/2022,MCCI11
8,FRONTEIRA MULTI FUNDO DE INVESTIMENTO IMOBILIARIO,41.251.077/0001-11,"35.000,00",3498890.99,FII,31/12/2022,MCCI11
9,FUNDO DE INVESTIMENTO IMOBILIARIO30,41.269.052/0001-45,"937.394,00",8408424.18,FII,31/12/2022,MCCI11
10,HEDGE RECEBIVEIS FUNDO DE INVESTIM,35.507.262/0001-21,"80.128,00",6530432.0,FII,31/12/2022,MCCI11
11,HSI ATIVOS FINANCEIROS FUNDOS INVES,35.360.687/0001-50,"124.257,00",9803877.3,FII,31/12/2022,MCCI11
12,JIVE PROPERTIES MULTIESTRATEGIA FII MEZANINO,44.428.541/0001-90,"70.000.000,00",71369970.0,FII,31/12/2022,MCCI11
13,KILIMA VOLKANO RECEBÍVEIS IMOB FDO DE INV IMOB,42.273.324/0001-98,"83.591,00",8125045.2,FII,31/12/2022,MCCI11
14,MAUA HIGH YIELD FII,36.655.973/0001-06,"601.051,00",67317712.0,FII,31/12/2022,MCCI11
15,MORE RECEBIVEIS IMOBILIARIOS FII -,40.102.474/0001-69,"54.644,00",5198283.72,FII,31/12/2022,MCCI11
16,NAVI CREDITO IMOBILIARIO - FII,40.041.603/0001-56,"300.000,00",2999230.35,FII,31/12/2022,MCCI11
17,WHG REAL ESTATE FUNDO DE INVESTIME,41.256.643/0001-88,"704.073,00",6104312.9,FII,31/12/2022,MCCI11
18,XP CREDITO IMOBILIARIO FUNDO DE INV,28.516.301/0001-91,"126.451,00",10279201.79,FII,31/12/2022,MCCI11
19,BTGP TESOURO SELIC FI RF REFERENCIADO DI,09.215.250/0001-13,"3.411.272,88",12332461.63,Outros,31/12/2022,MCCI11
0,AUTONOMY EDIFICIOS CORPORATIVOS FII,35.765.826/0001-26,"55.584,00",3860308.0,FII,31/12/2022,MCHF11
1,BLUECAP DESENVOLVIMENTO LOGISTICO I FII,40.054.913/0001-05,"20.040,79",1856299.98,FII,31/12/2022,MCHF11
2,BLUEMACAW LOGISTICA FUNDO DE INVEST,34.081.637/0001-71,"4.567,00",297449.67,FII,31/12/2022,MCHF11
3,CSHG RECEBIVEIS IMOBILIARIOS BC FII,11.160.521/0001-22,"67.998,00",6945995.7,FII,31/12/2022,MCHF11
4,DEVANT PROPERTIES FUNDO DE INVESTIMENTO IMOB,42.922.127/0001-08,"15.000,00",1499700.0,FII,31/12/2022,MCHF11
5,FATOR VERITA FUNDO DE INVESTIMENTO,11.664.201/0001-00,"90.115,00",8009421.2,FII,31/12/2022,MCHF11
6, FII MAUA PROPRIEDADES PARA INVESTIMENTO,43.008.884/0001-33,"245.000,00",24430737.01,FII,31/12/2022,MCHF11
7,RBR CRÉDITO IMOBILIÁRIO ESTRUTURADO,30.166.700/0001-11,"47.847,00",4706709.39,FII,31/12/2022,MCHF11
8,FII GUARDIAN LOGISTICA,37.295.919/0001-60,"85.052,00",798638.28,FII,31/12/2022,MCHF11
9,FII MAUA CAPITAL DESENVOLVIMENTO URBANO,40.011.234/0001-59,"130.975,00",13190027.16,FII,31/12/2022,MCHF11
10,FII MAUA CAPITAL MPD DESENVOLVIMENTO,41.080.968/0001-52,"30.000,00",3000000.0,FII,31/12/2022,MCHF11
11,FII MAUA CAPITAL RECEB IMOB ,23.648.935/0001-84,"32.789,00",2882153.1,FII,31/12/2022,MCHF11
12,FII SUCCESPAR VAREJO,27.538.422/0001-71,"45.716,00",5313939.72,FII,31/12/2022,MCHF11
13,FII GREEN TOWERS ,23.740.527/0001-58,"3.076,00",244542.0,FII,31/12/2022,MCHF11
14,FII TG ATIVO REAL ,25.032.881/0001-53,"81.868,00",9987896.0,FII,31/12/2022,MCHF11
15,GTIS BRAZIL LOGISTICS FUNDO DE INVE,36.200.677/0001-10,"20.000,00",2000000.0,FII,31/12/2022,MCHF11
16,HSI ATIVOS FINANCEIROS FII,35.360.687/0001-50,"15.224,00",1201173.6,FII,31/12/2022,MCHF11
17,HSI MALLS FII,32.892.018/0001-31,"7.962,00",651610.08,FII,31/12/2022,MCHF11
18,JS REAL ESTATE MULTIGESTAO FII,13.371.132/0001-71,"29.878,00",2181094.0,FII,31/12/2022,MCHF11
19,KINEA HIGH YIELD CRI FII,30.130.708/0001-28,"14.990,00",1466171.9,FII,31/12/2022,MCHF11
20,KINEA INDICES DE PRECOS FII,24.960.430/0001-13,"34.658,00",3186803.1,FII,31/12/2022,MCHF11
21,KINEA SECURITIES FII,35.864.448/0001-38,"29.529,00",2551305.6,FII,31/12/2022,MCHF11
22,MAUA HIGH YIELD FII,36.655.973/0001-06,"958.985,00",107406320.0,FII,31/12/2022,MCHF11
23,MORE RECEBIVEIS  FII,40.102.474/0001-69,"64.300,00",6116859.0,FII,31/12/2022,MCHF11
24,PATRIA LOGISTICA FII,35.754.164/0001-99,"31.434,00",2210753.21,FII,31/12/2022,MCHF11
25,SANTANDER RENDA DE ALUGUEIS FII -,32.903.702/0001-71,"61.716,00",4189899.24,FII,31/12/2022,MCHF11
26,VBI CONSUMO ESSENCIAL FUNDO DE INVE,34.691.520/0001-00,"37.563,00",3088844.58,FII,31/12/2022,MCHF11
27,VECTIS JUROS REAL FUNDO DE INVESTIM,32.400.250/0001-05,"5.160,00",467031.6,FII,31/12/2022,MCHF11
28,VINCI OFFICES FDO INV IMOB,12.516.185/0001-70,"5.516,00",262561.6,FII,31/12/2022,MCHF11
29,XP INDUSTRIAL FUNDO DE INVESTIMENTO,28.516.325/0001-40,"5.900,00",435538.0,FII,31/12/2022,MCHF11
30,ITAU SOBERANO RF SIMPLES LP FICFI,06.175.696/0001-73,"154.576,68",8836005.86,Outros,31/12/2022,MCHF11
0,MÉRITO CEMITÉRIOS FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO,46.157.247/0001-17,"960.000,00",95414311.59,FII,31/12/2022,MFII11
0,AF INVEST CRI FII,36.642.293/0001-58,"1.400,00",129738.0,FII,31/03/2023,MGFF11
1,TORRE ALMIRANTE FII,07.122.725/0001-00,"17.033,00",12639338.0,FII,31/03/2023,MGFF11
2,NAVI RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,42.432.327/0001-82,"479.387,00",4113140.0,FII,31/03/2023,MGFF11
3,ASA METROPOLIS FII,38.293.921/0001-62,"179.483,00",10768980.0,FII,31/03/2023,MGFF11
4,FUNDO DE FUNDOS FII,11.026.627/0001-38,"249.231,00",15409953.0,FII,31/03/2023,MGFF11
5,BLUEMACAW FII,38.294.221/0001-92,"50.000,00",3800000.0,FII,31/03/2023,MGFF11
6,BLUEMACAW LOGÍSTICA FUNDO INVESTIMENTO,34.081.637/0001-71,"308.211,00",18532727.0,FII,31/03/2023,MGFF11
7,BTGP SHOPPINGS FII,33.046.142/0001-49,"317.766,00",17794896.0,FII,31/03/2023,MGFF11
8,BRESCO LOGISTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,20.748.515/0001-81,"4.500,00",419535.0,FII,31/03/2023,MGFF11
9,BC FUND FII,08.924.783/0001-01,"733.033,00",38689482.0,FII,31/03/2023,MGFF11
10,BRIO REAL ESTATE III FUNDO DE INVESTIMENTO IMOBILIÁRIO,34.895.752/0001-80,"3.274,00",3273967.0,FII,31/03/2023,MGFF11
11,BTGP AGRO LOG FII,36.642.244/0001-15,"39.121,00",3325285.0,FII,31/03/2023,MGFF11
12,BTG CRÉDITO IMOB FII,09.552.812/0001-14,"900,00",8091.0,FII,31/03/2023,MGFF11
13,BTGP LOGISTICA FII,11.839.593/0001-09,"1,00",94.0,FII,31/03/2023,MGFF11
14,RBR CRI - FII,40.011.268/0001-43,"18.904,00",1465249.0,FII,31/03/2023,MGFF11
15,CAPITANIA SEC II FII,18.979.895/0001-13,"360.234,00",27330954.0,FII,31/03/2023,MGFF11
16,FII VBI CRI,28.729.197/0001-13,"1.364,00",121723.0,FII,31/03/2023,MGFF11
17,GALERIA FII,15.333.306/0001-37,"62.119,00",1218154.0,FII,31/03/2023,MGFF11
18,EQI CRI FII,41.076.380/0001-25,"500.000,00",4275000.0,FII,31/03/2023,MGFF11
19,GENERAL SHOPPING ATIVO E RENDA FUNDO DE INVEST IMOB,17.590.518/0001-25,"231.276,00",11031865.0,FII,31/03/2023,MGFF11
20,FII PROJETO ÁGUA BRANCA,03.251.720/0001-18,"49.583,00",6693209.0,FII,31/03/2023,MGFF11
21,FII GUARDIAN LOGÍSTICA,37.295.919/0001-60,"1.118.680,00",9251484.0,FII,31/03/2023,MGFF11
22,FII GREEN TOWERS,23.740.527/0001-58,"110.760,00",8258266.0,FII,31/03/2023,MGFF11
23,HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO,08.431.747/0001-06,"4.838,00",882451.0,FII,31/03/2023,MGFF11
24,CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INVEST IMOBILIÁRIO FII,11.160.521/0001-22,"353,00",36355.0,FII,31/03/2023,MGFF11
25,CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,09.072.017/0001-29,"200.446,00",22369774.0,FII,31/03/2023,MGFF11
26,HSI ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.360.687/0001-50,"165,00",13002.0,FII,31/03/2023,MGFF11
27,HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO,32.892.018/0001-31,"324.853,00",25874541.0,FII,31/03/2023,MGFF11
28,IRIDIUM REC IMOB FII,28.830.325/0001-10,"1.000,00",80460.0,FII,31/03/2023,MGFF11
29,JFL LIVING FUNDO DE INVESTIMENTO IMOBILIARIO,36.501.181/0001-87,"40.226,00",2360864.0,FII,31/03/2023,MGFF11
30,JS REAL ESTATE MULTIGESTÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO,13.371.132/0001-71,"548.936,00",33770543.0,FII,31/03/2023,MGFF11
31,KILIMA VOLKANO RECEBIVEIS IMOBILIARIOS FII,42.273.325/0001-98,"30.000,00",2610000.0,FII,31/03/2023,MGFF11
32,KINEA RENDIMENTOS IMOBILIÁRIOS FII,16.706.958/0001-32,"275.111,00",26949874.0,FII,31/03/2023,MGFF11
33,KINEA HIGH YIELD CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,30.130.708/0001-28,"45.908,00",4526529.0,FII,31/03/2023,MGFF11
34,KINEA INDICES DE PREÇOS FII,24.960.430/0001-13,"88.983,00",8171309.0,FII,31/03/2023,MGFF11
35,KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO – FII,35.864.448/0001-38,"192,00",16556.0,FII,31/03/2023,MGFF11
36,FII LEGATUS SHOPPINGS,30.248.158/0001-46,"305.474,00",32071715.0,FII,31/03/2023,MGFF11
37,MALLS BRASIL PLURAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,26.499.833/0001-32,"324.798,00",32155002.0,FII,31/03/2023,MGFF11
38,MORE CRI FII,40.102.474/0001-69,"101.000,00",9029400.0,FII,31/03/2023,MGFF11
39,MORE FOF FII,34.197.727/0001-22,"76.317,00",4598099.0,FII,31/03/2023,MGFF11
40,FII MAXI RENDA,97.521.225/0001-25,"1,00",10.0,FII,31/03/2023,MGFF11
41,FUNDO DE INVEST IMOB - OURINVEST RENDA ESTRUTURADA,28.516.650/0001-03,"53.244,00",3869774.0,FII,31/03/2023,MGFF11
42,PÁTRIA LOGÍSTICA FII,35.754.164/0001-99,"142.774,00",9066149.0,FII,31/03/2023,MGFF11
43,RBR DESENV III  FII,32.441.656/0001-36,"20,00",19998.0,FII,31/03/2023,MGFF11
44,RBR LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.705.463/0001-33,"25.450,00",1784809.0,FII,31/03/2023,MGFF11
45,RBR CREDITO IMOB FII,30.166.700/0001-11,"176.766,00",17130393.0,FII,31/03/2023,MGFF11
46,FUNDO REC RENDA IMOBILIARIA,32.274.163/0001-59,"8.547,00",429316.0,FII,31/03/2023,MGFF11
47,FUNDO DE INVESTIMENTO IMOBILIÁRIO RB CAPITAL I FOF,34.027.774/0001-28,"53.691,00",3596223.0,FII,31/03/2023,MGFF11
48,RB CAPITAL RECEBÍVEIS IMOBILIÁRIOS FII,35.689.733/0001-60,"200,00",16006.0,FII,31/03/2023,MGFF11
49,RB CAPITAL DESENVOLVIMENTO RESIDENCIAL III FII - FII,19.249.989/0001-08,"17.393,00",19567125.0,FII,31/03/2023,MGFF11
50,RIZA AKIN FII,36.642.219/0001-31,"497,00",47185.0,FII,31/03/2023,MGFF11
51,RIZA ARCTIUM FII,28.267.696/0001-36,"1,00",86.0,FII,31/03/2023,MGFF11
52,SANTANDER RENDA DE ALUGUÉIS FII,32.903.702/0001-71,"189.590,00",10579122.0,FII,31/03/2023,MGFF11
53,SDI RIO BRAVO RENDA LOGISTICA - FII,16.671.412/0001-93,"35.861,00",3191629.0,FII,31/03/2023,MGFF11
54,SH SPECIAL OPPS FUNDO DE INVESTIMENTO IMOBILIÁRIO,44.527.168/0001-25,"200.000,00",20000000.0,FII,31/03/2023,MGFF11
55,SUNO CRI FII,41.076.710/0001-82,"1.898,00",174217.0,FII,31/03/2023,MGFF11
56,SUNO LOG FUNDO DE INVESTIMENTO IMOBILIARIO,40.041.711/0001-29,"257.886,00",9714566.0,FII,31/03/2023,MGFF11
57,TELLUS PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,26.681.370/0001-25,"330.639,00",21954430.0,FII,31/03/2023,MGFF11
58,TRX REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,28.548.288/0001-52,"147.408,00",15106372.0,FII,31/03/2023,MGFF11
59,URCA PRIME RENDA FI IMOBILIÁRIO,34.508.872/0001-87,"2.200,00",206360.0,FII,31/03/2023,MGFF11
60,VALORA CRI CDI FII,29.852.732/0001-91,"1,00",9.0,FII,31/03/2023,MGFF11
61,VINCI IMOVEIS URBANOS FUNDO DE INVESTIMENTO IMOBILIARIO,36.445.587/0001-90,"499.060,00",3034285.0,FII,31/03/2023,MGFF11
62,FATOR VERITA FII,11.664.201/0001-00,"239.494,00",20467157.0,FII,31/03/2023,MGFF11
63,XP CREDITO IMOBILIÁRIO FII,28.516.301/0001-91,"100,00",8270.0,FII,31/03/2023,MGFF11
64,XP MALLS FII,28.757.546/0001-00,"3.067,00",292868.0,FII,31/03/2023,MGFF11
65,RBR DESENVOLVIMENTO COMERCIAL I - FUNDO DE INVESTI,34.736.474/0001-18,"139.270,00",13132046.7,FII,31/03/2023,MGFF11
66,ARAM SKY FUNDO DE INVESTIMENTO IMOBILIARIO,33.554.611/0001-30,"7.119,06",6933613.4,FII,31/03/2023,MGFF11
67,FII RBR DESENVOLVIMENTO IV,36.642.275/0001-76,"18.409,00",1748003.06,FII,31/03/2023,MGFF11
68,FII - FII RBR DESENVOLVIMENTO III,32.441.656/0001-36,"866,00",1050630.18,FII,31/03/2023,MGFF11
0,FI IMOB BTG PACT CORP OFF,08.924.783/0001-01,"733.033,00",43410214.26,FII,31/12/2022,MGFF11
1,JS REAL ESTATE MULTIGESTAO FII,13.371.132/0001-71,"548.936,00",40072328.0,FII,31/12/2022,MGFF11
2,KINEA RENDIMENTOS IMOB.FII (ITAU),16.706.958/0001-32,"402.439,00",39716704.91,FII,31/12/2022,MGFF11
3,MALLS BRASIL PLURAL FII,26.499.833/0001-32,"324.798,00",33616593.0,FII,31/12/2022,MGFF11
4,LEGATUS SHOPPINGS FUNDO DE INVESTIM,30.248.158/0001-46,"305.468,00",30699534.0,FII,31/12/2022,MGFF11
5,CAPITANIA SECURITIES II FII - FII,18.979.895/0001-13,"360.234,00",29571609.06,FII,31/12/2022,MGFF11
6,HSI MALLS FUNDO DE INVESTIMENTO IMO,32.892.018/0001-31,"324.853,00",26585969.52,FII,31/12/2022,MGFF11
7,CSHG REAL ESTATE - FI IMOBILIARIO -,09.072.017/0001-29,"200.446,00",24656862.46,FII,31/12/2022,MGFF11
8,BLUEMACAW LOGISTICA FUNDO DE INVEST,34.081.637/0001-71,"352.605,00",22965245.55,FII,31/12/2022,MGFF11
9,TELLUS PROPERTIES FII,26.681.370/0001-25,"330.639,00",22156119.39,FII,31/12/2022,MGFF11
10,FATOR VERITA FUNDO DE INVESTIMENTO,11.664.201/0001-00,"239.494,00",21286226.72,FII,31/12/2022,MGFF11
11,TRX REAL ESTATE II FUNDO DE INVEST,36.368.925/0001-37,"191.297,00",20114879.55,FII,31/12/2022,MGFF11
12,FUNDO DE INVESTIMENTO IMOBILIARIO1F,33.046.142/0001-49,"317.766,00",20054212.26,FII,31/12/2022,MGFF11
13,RB CAPITAL DESENVOLVIMENTO RESIDEN1,19.249.989/0001-08,"17.393,00",19478420.7,FII,31/12/2022,MGFF11
14,SH SPECIAL OPPS FUNDO DE INVESTIMENTO IMOBILIARIO,44.527.168/0001-25,"200.000,00",17564467.0,FII,31/12/2022,MGFF11
15,FI IMOBILIARIO RBR PRIVATE CRED IMO,30.166.700/0001-11,"176.766,00",17388471.42,FII,31/12/2022,MGFF11
16,FII BTG PACTUAL FUNDO DE FUNDOS,11.026.627/0001-38,"249.231,00",16514046.06,FII,31/12/2022,MGFF11
17,FII TORRE ALMIRANTE,07.122.725/0001-00,"17.033,00",15687393.0,FII,31/12/2022,MGFF11
18,ASA METROPOLIS FI IMOBILIARIO,38.293.921/0001-62,"179.483,00",13192000.5,FII,31/12/2022,MGFF11
19,RBR DESENVOLVIMENTO COMERCIAL I - FUNDO DE INVESTI,34.736.474/0001-18,"136.835,00",12977634.79,FII,31/12/2022,MGFF11
20,SANTANDER RENDA DE ALUGUEIS FII -,32.903.702/0001-71,"189.590,00",12871265.1,FII,31/12/2022,MGFF11
21,FDO INV IMOB GENERAL SHOPPING ATIVO,17.590.518/0001-25,"231.276,00",11653997.64,FII,31/12/2022,MGFF11
22,FII GUARDIAN LOGISTICA,37.295.919/0001-60,"1.118.680,00",10504405.2,FII,31/12/2022,MGFF11
23,MOGNO SUNO LOGISTICA FII,40.041.711/0001-29,"257.886,00",10294809.12,FII,31/12/2022,MGFF11
24,PATRIA LOGISTICA FIM,35.754.164/0001-99,"142.774,00",10041295.42,FII,31/12/2022,MGFF11
25,MORE RECEBIVEIS IMOBILIARIOS FII -,40.102.474/0001-69,"101.000,00",9608130.0,FII,31/12/2022,MGFF11
26,FUNDO DE INVESTIMENTO IMOBILIARIO G,23.740.527/0001-58,"110.760,00",8805420.0,FII,31/12/2022,MGFF11
27,KINEA INDICES DE PRECOS FI IMOBILIA,24.960.430/0001-13,"88.983,00",8181986.85,FII,31/12/2022,MGFF11
28,ARAM SKY FUNDO DE INVESTIMENTO IMOBILIARIO,33.554.611/0001-30,"7.119,06",6916887.68,FII,31/12/2022,MGFF11
29,FII PROJ AGUA BRANCA,03.251.720/0001-18,"49.583,00",6791383.51,FII,31/12/2022,MGFF11
30,MORE REAL ESTATE FOF FII FII,34.197.727/0001-22,"76.317,00",5155213.35,FII,31/12/2022,MGFF11
31,EQI RECEBIVEIS IMOBILIARIOS FI FII,41.076.380/0001-25,"500.000,00",4775000.0,FII,31/12/2022,MGFF11
32,KINEA HIGH YIELD CRI FUNDO DE INVES,30.130.708/0001-28,"45.908,00",4490261.48,FII,31/12/2022,MGFF11
33,FII OURINVEST RENDA ESTRUTURADA,28.516.650/0001-03,"53.244,00",4285609.56,FII,31/12/2022,MGFF11
34,NAVI RESIDENCIAL FUNDO DE INVESTIME,42.432.327/0001-82,"479.387,00",4223399.47,FII,31/12/2022,MGFF11
35,BLUEMACAW CREDITO IMOBILIARIO FII,38.294.221/0001-92,"50.000,00",4000000.0,FII,31/12/2022,MGFF11
36,VINCI IMOVEIS URBANOS FUNDO DE INVE,36.445.587/0001-90,"499.060,00",3952555.2,FII,31/12/2022,MGFF11
37,RB CAPITAL I FUNDO DE FUNDOS FII,34.027.774//000-1-,"53.691,00",3758370.0,FII,31/12/2022,MGFF11
38,FII BTGP AGRO LOGISTICA,36.642.244/0001-15,"39.121,00",3716495.0,FII,31/12/2022,MGFF11
39,BRIO REAL ESTATE III FUNDO DE INVES,34.895.752/0001-80,"3.274,00",3647236.0,FII,31/12/2022,MGFF11
40,SDI LOGISTICA RIO- FII-FII,16.671.412/0001-93,"35.861,00",3413608.59,FII,31/12/2022,MGFF11
41,KILIMA FUNDO DE INVESTIMENTO EM COT,36.669.660/0001-07,"30.000,00",2916000.0,FII,31/12/2022,MGFF11
42,JFL LIVING FUNDO DE INVESTIMENTO IM,36.501.181/0001-87,"40.226,00",2643652.72,FII,31/12/2022,MGFF11
43,RBR LOG - FUNDO DE INVESTIMENTO IMO,35.705.463/0001-33,"25.450,00",2137800.0,FII,31/12/2022,MGFF11
44,RBR CRI - FII,40.011.268/0001-43,"18.904,00",1588125.04,FII,31/12/2022,MGFF11
45,FII RBR DESENVOLVIMENTO IV,36.642.275/0001-76,"14.923,00",1416138.86,FII,31/12/2022,MGFF11
46,FII EDIFICIO GALERIA,15.333.306/0001-37,"62.119,00",1183366.95,FII,31/12/2022,MGFF11
47,HEDGE BRASIL SHOPPING FII,08.431.747/0001-06,"4.838,00",919897.32,FII,31/12/2022,MGFF11
48,FII - FII RBR DESENVOLVIMENTO III,32.441.656/0001-36,"632,00",774000.66,FII,31/12/2022,MGFF11
49,FII REC RECEBIVEIS IMOBILIARIO,28.152.272/0001-26,"8.547,00",460597.83,FII,31/12/2022,MGFF11
50,BRESCO - FUNDO DE INVESTIMENTO IMOB,20.748.515/0001-81,"4.500,00",442440.0,FII,31/12/2022,MGFF11
51,XP MALLS FII,28.757.546/0001-00,"3.067,00",293450.56,FII,31/12/2022,MGFF11
52,TRX REAL ESTATE FII - FII,28.548.288/0001-52,"2.437,00",256250.55,FII,31/12/2022,MGFF11
53,URCA PRIME RENDA FII - FII,34.508.872/0001-87,"2.200,00",222420.0,FII,31/12/2022,MGFF11
54,SUNO RECEBIVEIS IMOB FII,41.076.710/0001-82,"1.898,00",186877.08,FII,31/12/2022,MGFF11
55,AF INVEST CRI FII RI,36.642.293/0001-58,"1.400,00",133000.0,FII,31/12/2022,MGFF11
56,FUNDO DE INVES IMOB VBI CRI,28.729.197/0001-13,"1.364,00",117713.2,FII,31/12/2022,MGFF11
57,FII IRIDIUM RECEBIVEIS IMOBILIARIOS,28.830.325/0001-10,"1.000,00",92350.0,FII,31/12/2022,MGFF11
58,RIZA AKIN FII,36.642.219/0001-31,"497,00",48089.72,FII,31/12/2022,MGFF11
59,CSHG RECEBIVEIS IMOBILIARIOS BC FII,11.160.521/0001-22,"353,00",36058.95,FII,31/12/2022,MGFF11
60,RB CAPITAL RECEBIVEIS (EXT-BRLTRUS),35.689.733/0001-60,"200,00",17542.0,FII,31/12/2022,MGFF11
61,KINEA SECURITIES FUNDO DE INVESTIME,35.864.448/0001-38,"192,00",16588.8,FII,31/12/2022,MGFF11
62,HSI ATIVOS FINANCEIROS FUNDOS INVES,35.360.687/0001-50,"165,00",13018.5,FII,31/12/2022,MGFF11
63,XP CREDITO IMOBILIARIO FUNDO DE INV,28.516.301/0001-91,"100,00",8129.0,FII,31/12/2022,MGFF11
64,FUNDO DE INVESTIMENTO IMOBILIARIO E,09.552.812/0001-14,"100,00",8089.0,FII,31/12/2022,MGFF11
65,RIZA ARCTIUM REAL ESTATE FII,28.267.696/0001-36,"1,00",88.19,FII,31/12/2022,MGFF11
66,BTG PACTUAL LOGISTICA FII,11.839.593/0001-09,"1,00",100.4,FII,31/12/2022,MGFF11
67,MAXI RENDA FII,97.521.225/0001-25,"1,00",10.09,FII,31/12/2022,MGFF11
68,VALORA CRI CDI FII,29.852.732/0001-91,"1,00",9.85,FII,31/12/2022,MGFF11
